First Name,Last Name,Email,Phone,City,Company,Lead Source,Status,Created Date,,,,,,,
Dana,Peretz,danaperetz@hotmail.com,0504049286,Beer Sheva,,Referral,CLOSED,6.7.2025,,,,,,,
Yael,Malka,yael.malka@hotmail.com,0597611347,,TechCo,website,INACTIVE,27.7.2025,,,,,,,
Gal,Gabai,gal.gabai@gmail.com,0,Haifa,StartUp Co.,Referral,ACTIVE,12.3.2025,,,,,,,
Ron,Katz,ronkatz@yahoo.com,0,Beer Sheva,Acme Ltd.,Event,IN PROGRESS,22.5.2025,,,,,,,
Omer,Azoulay,oazoulay@yahoo.com,03239993,Herzliya,Delta Systems,Event,CLOSED,22.4.2025,,,,,,,
Ron,Azoulay,razoulay@outlook.com,0585824408,Tel Aviv,Globex Inc,REFERRAL,IN PROGRESS,8.11.2025,,,,,,,
Gal,Katz,galkatz@walla.co.il,09229742,Petah Tikva,StartUp Co.,Website,CLOSED,5.1.2025,,,,,,,
Rachel,Toledano,rtoledano@walla.co.il,0574062293,Ramat Gan,Delta Systems,Cold Call,ACTIVE,25.2.2025,,,,,,,
Moshe,Katz,moshekatz@outlook.com,08483458,Netanya,,Referral,ACTIVE,1.5.2025,,,,,,,
David,Dahan,ddahan@yahoo.com,0588142816,Beer Sheva,Acme Ltd,REFERRAL,ACTIVE,9.7.2025,,,,,,,
Omer,Mizrahi,omizrahi@walla.co.il,01654820,Ramat Gan,Acme Ltd.,Cold Call,ACTIVE,8.7.2025,,,,,,,
Shani,Toledano,shani.toledano@outlook.com,03728019,Tel Aviv,,Referral,IN PROGRESS,26.2.2025,,,,,,,
Tal,Mizrahi,talmizrahi@yahoo.com,0527064832,Netanya,Sela Group,Cold Call,ACTIVE,3.10.2025,,,,,,,
Roni,Gabai,roni.gabai@walla.co.il,0563814647,Haifa,Acme Ltd,,CLOSED,28.7.2025,,,,,,,
Sarah,Shapiro,sarahshapiro@walla.co.il,06280713,Jerusalem,Acme Ltd,Event,ACTIVE,19.3.2025,,,,,,,
Uri,Rosenberg,urosenberg@hotmail.com,0553218589,Rishon Lezion,N/A,Social Media,CLOSED,3.3.2025,,,,,,,
,,,,,,,,,,,,,,,
